PdfType: replica
Format: lhagrid1
---
  1.0000000000000000E-03  1.0964573780819001E-03  1.2022187819503000E-03  1.3181816535380001E-03  1.4453299996739001E-03  1.5847427419056000E-03  1.7376028717242000E-03  1.9052074888782999E-03  2.0889788079575000E-03  2.2904762266416998E-03  2.5114095580225002E-03  2.7536535392791999E-03  3.0192637398240999E-03  3.3104940039052999E-03  3.6298155756777999E-03  3.9799380690286002E-03  4.3638324600954997E-03  4.7847562975850003E-03  5.2462813448108997E-03  5.7523238880113998E-03  6.3071779681268996E-03  6.9155518180284000E-03  7.5826078143850003E-03  8.3140062831839005E-03  9.1159535306163993E-03  9.9952545068961000E-03  1.0959370549892700E-02  1.2016482698563400E-02  1.3175561113433400E-02  1.4446441193193200E-02  1.5839907033303000E-02  1.7367782934796600E-02  1.9043033739782798E-02  2.0879874845047500E-02  2.2893892827279199E-02  2.5102177703486699E-02  2.7523467948911098E-02  3.0178309502984502E-02  3.3089230112586701E-02  3.6280930491995697E-02  3.9780493921625498E-02  4.3617616064108800E-02  4.7824856947836003E-02  5.2437917256166498E-02  5.7495941266772300E-02  6.3041849011716500E-02  6.9122700476822105E-02  7.5790094930757404E-02  8.3100608772357101E-02  9.1116275611549002E-02  1.0000000000000001E-01  1.1799999999999999E-01  1.3600000000000001E-01  1.5400000000000000E-01  1.7199999999999999E-01  1.9000000000000000E-01  2.0799999999999999E-01  2.2600000000000001E-01  2.4399999999999999E-01  2.6200000000000001E-01  2.8000000000000003E-01  2.9799999999999999E-01  3.1600000000000000E-01  3.3400000000000002E-01  3.5199999999999998E-01  3.7000000000000000E-01  3.8800000000000001E-01  4.0600000000000003E-01  4.2399999999999999E-01  4.4200000000000000E-01  4.6000000000000008E-01  4.7800000000000009E-01  4.9600000000000000E-01  5.1400000000000001E-01  5.3200000000000003E-01  5.5000000000000004E-01  5.6800000000000006E-01  5.8600000000000008E-01  6.0399999999999998E-01  6.2200000000000000E-01  6.4000000000000001E-01  6.5800000000000003E-01  6.7600000000000005E-01  6.9400000000000006E-01  7.1200000000000008E-01  7.3000000000000009E-01  7.4800000000000011E-01  7.6600000000000001E-01  7.8400000000000003E-01  8.0200000000000005E-01  8.2000000000000006E-01  8.3800000000000008E-01  8.5600000000000009E-01  8.7400000000000011E-01  8.9200000000000002E-01  9.1000000000000003E-01  9.2800000000000005E-01  9.4599999999999995E-01  9.6399999999999997E-01  9.8199999999999998E-01  1.0000000000000000E+00
  1.0000000000500000E+00  1.0524560587447302E+00  1.1097542775012197E+00  1.1724619722090917E+00  1.2412266759717889E+00  1.3167893394112502E+00  1.3999999999999999E+00  1.4905481738955613E+00  1.5905749853492119E+00  1.7013295678071487E+00  1.8242579702914226E+00  1.9610390622748248E+00  2.1136278477058852E+00  2.2843078923112485E+00  2.4757550002382853E+00  2.6911148276248396E+00  2.9340978277085994E+00  3.2090958321589467E+00  3.5213257496462038E+00  3.8770073896902155E+00  4.2835844108441758E+00  4.7500000000000018E+00  5.2605331202663921E+00  5.8465962583965885E+00  6.5217919659839918E+00  7.3025815442426651E+00  8.2089683671288949E+00  9.2653638118096762E+00  1.0501689682810682E+01  1.1954788411372595E+01  1.3670235804389067E+01  1.5704683014988062E+01  1.8128897954229487E+01  2.1031736150725258E+01  2.4525353624300937E+01  2.8752089023472301E+01  3.3893602559099740E+01  4.0183084687246861E+01  4.7921666574033765E+01  5.7500619029400234E+01  6.9431578855792949E+01  8.4387983880887305E+01  1.0326226916169382E+02  1.2724538700314257E+02  1.5793818278560917E+02  1.9750857936437316E+02  2.4891515774552144E+02  3.1622776285456013E+02
  -5  -4  -3  -2  -1  21   1   2   3   4   5  22
  0.0000000E+00  0.0000000E+00 -2.3604052E-03 -3.4641368E-03 -2.4451756E-05  1.8907994E-06  5.8569224E-02 -2.6054820E-02 -2.3604052E-03  0.0000000E+00  0.0000000E+00  3.3317081E-04
  0.0000000E+00  0.0000000E+00 -2.3989829E-03 -3.4439290E-03 -9.8772392E-05  7.7950379E-04  5.7009359E-02 -2.5401089E-02 -2.3989829E-03  0.0000000E+00  0.0000000E+00  3.3354167E-04
  0.0000000E+00  0.0000000E+00 -2.4389832E-03 -3.4229758E-03 -1.7583396E-04  1.5857952E-03  5.5391967E-02 -2.4723249E-02 -2.4389832E-03  0.0000000E+00  0.0000000E+00  3.3395132E-04
  0.0000000E+00  0.0000000E+00 -2.4761655E-03 -3.4032490E-03 -2.4897106E-04  2.3508178E-03  5.3911084E-02 -2.4094024E-02 -2.4761655E-03  0.0000000E+00  0.0000000E+00  3.3440127E-04
  0.0000000E+00 -2.6813140E-06 -2.5131205E-03 -3.3834601E-03 -3.2237648E-04  3.1202731E-03  5.2439368E-02 -2.3464950E-02 -2.5131205E-03 -2.6813140E-06  0.0000000E+00  3.3489320E-04
  0.0000000E+00 -1.4535040E-05 -2.5483848E-03 -3.3640959E-03 -3.9398219E-04  3.8765893E-03  5.1021585E-02 -2.2851318E-02 -2.5483848E-03 -1.4535040E-05  0.0000000E+00  3.3542897E-04
  0.0000000E+00 -2.6825931E-05 -2.5849496E-03 -3.3440176E-03 -4.6822871E-04  4.6607985E-03  4.9551513E-02 -2.2215055E-02 -2.5849496E-03 -2.6825931E-05  0.0000000E+00  3.3598898E-04
  0.0000000E+00 -5.5377055E-05 -2.6208803E-03 -3.3285582E-03 -5.3965895E-04  5.4430969E-03  4.8290132E-02 -2.1662630E-02 -2.6208803E-03 -5.5377055E-05  0.0000000E+00  3.1797443E-04
  0.0000000E+00 -8.7939019E-05 -2.6575381E-03 -3.3138055E-03 -6.1226263E-04  6.2519944E-03  4.7046951E-02 -2.1115898E-02 -2.6575381E-03 -8.7939019E-05  0.0000000E+00  3.1816850E-04
  0.0000000E+00 -1.1952641E-04 -2.6925719E-03 -3.3011715E-03 -6.8208727E-04  7.1116762E-03  4.5921520E-02 -2.0613052E-02 -2.6925719E-03 -1.1952641E-04  0.0000000E+00  3.1843391E-04
  0.0000000E+00 -1.5226291E-04 -2.7288801E-03 -3.2880780E-03 -7.5445203E-04  8.0026321E-03  4.4755147E-02 -2.0091915E-02 -2.7288801E-03 -1.5226291E-04  0.0000000E+00  3.1877310E-04
  0.0000000E+00 -1.8619032E-04 -2.7665092E-03 -3.2745082E-03 -8.2944931E-04  8.9259996E-03  4.3546344E-02 -1.9551819E-02 -2.7665092E-03 -1.8619032E-04  0.0000000E+00  3.1918908E-04
  0.0000000E+00 -2.1961181E-04 -2.8030776E-03 -3.2630354E-03 -9.0245636E-04  9.9387865E-03  4.2437338E-02 -1.9048541E-02 -2.8030776E-03 -2.1961181E-04  0.0000000E+00  3.1968535E-04
  0.0000000E+00 -2.5360706E-04 -2.8400799E-03 -3.2521010E-03 -9.7637835E-04  1.1009016E-02  4.1341034E-02 -1.8547788E-02 -2.8400799E-03 -2.5360706E-04  0.0000000E+00  3.2026599E-04
  0.0000000E+00 -2.8883903E-04 -2.8784282E-03 -3.2407689E-03 -1.0529895E-03  1.2118179E-02  4.0204849E-02 -1.8028819E-02 -2.8784282E-03 -2.8883903E-04  0.0000000E+00  3.2093560E-04
